index,UserID,ProductID,Rating
1367,6019,5947,4
1368,5589,3385,5
1369,5153,13847,2
1370,4769,47230,3
1371,9894,34359,2
1372,698,12554,2
1373,7189,13007,1
1374,9887,20566,2
1375,3275,16556,2
1376,562,15735,2
1377,6736,47786,2
1378,6307,37699,2
1379,7429,42638,4
1380,6265,44657,1
1381,5649,46636,5
1382,3216,38770,3
1383,4374,12856,1
1384,8232,28947,1
1385,9593,9410,3
1386,9309,18076,3
1387,9494,32971,1
1388,6751,30282,2
1389,1718,10480,4
1390,8914,28112,2
1391,4103,15086,2
1392,5738,21580,3
1393,1880,26215,4
1394,1726,39782,4
1395,706,42768,5
1396,6696,18844,1
1397,4555,25255,3
1398,2531,7986,5
1399,5952,27328,4
1400,5351,46186,4
1401,7127,4893,2
1402,4991,14955,3
1403,9766,12616,2
1404,5043,27993,3
1405,8015,39059,5
1406,7558,14912,1
1407,8729,37798,3
1408,4541,42439,4
1409,6269,32665,3
1410,9744,28589,3
1411,9948,19140,3
1412,3526,49459,2
1413,9281,27462,4
1414,3829,1719,2
1415,8304,26560,4
1416,2228,28686,5
1417,9616,48277,2
1418,3843,34266,5
1419,6655,40254,3
1420,2760,1688,3
1421,3245,13313,5
1422,504,43409,4
1423,3844,19958,5
1424,3018,21969,3
1425,3289,15080,4
1426,3652,10562,5
1427,6716,39965,1
1428,6058,8672,5
1429,6266,34406,2
1430,4362,29521,2
1431,6864,11550,4
1432,2899,8219,1
1433,6071,26478,1
1434,8309,11779,4
1435,1747,1611,3
1436,2621,9867,1
1437,6343,18395,4
1438,6410,35306,5
1439,1128,13391,3
1440,9041,18298,1
1441,6747,10469,1
1442,869,49763,3
1443,2333,14905,4
1444,3435,29638,1
1445,2821,46418,3
1446,8089,49301,3
1447,5335,37286,2
1448,8159,3933,4
1449,8274,13588,3
1450,5226,12437,5
1451,2256,23850,1
1452,5462,3808,5
1453,6278,44849,2
1454,9804,2296,4
1455,3251,44132,2
1456,5088,48452,5
1457,4085,43294,5
1458,9627,46912,3
1459,5662,38381,1
1460,9648,2694,4
1461,8165,22153,1
1462,8394,10328,5
1463,5304,29632,4
1464,5707,41767,4
1465,6335,18205,4
1466,9110,46372,5
1467,9452,25500,5
1468,9417,42768,2
1469,2489,41633,1
1470,6834,9157,4
1471,818,45803,1
1472,2573,39194,3
1473,6219,39335,4
1474,3872,33221,3
1475,6510,38470,5
1476,5729,22218,3
1477,8307,21359,1
1478,4114,43686,5
1479,8176,17322,1
1480,7202,19644,1
1481,3909,34763,1
1482,6840,34672,4
1483,3637,10974,3
1484,2269,9963,5
1485,3782,7132,3
1486,653,22927,5
1487,6687,25103,4
1488,4062,39189,5
1489,862,49855,2
1490,6608,25553,4
1491,8749,17174,2
1492,880,47103,5
1493,2437,11323,3
1494,7173,43544,2
1495,523,46337,1
1496,1325,20430,3
1497,594,6808,2
1498,1301,35999,1
1499,5012,32932,5
1500,3834,29315,4
1501,4443,6448,1
1502,7239,20019,4
1503,8577,27658,4
1504,4273,28115,4
1505,2751,6447,2
1506,6634,18405,2
1507,9551,37844,1
1508,6762,31150,5
1509,7194,9114,5
1510,780,10897,2
1511,4799,15841,3
1512,710,37514,2
1513,4996,28165,1
1514,9014,31813,5
1515,8564,12619,3
1516,3838,15976,2
1517,9750,14282,3
1518,4408,47605,5
1519,6619,19334,2
1520,4885,33801,4
1521,1110,2247,4
1522,6725,30729,4
1523,6941,6168,4
1524,6668,8943,3
1525,2932,45789,1
1526,1916,38034,3
1527,7687,17463,4
1528,4215,31286,4
1529,7012,29902,5
1530,1219,4706,2
1531,1413,17101,2
1532,7633,24181,2
1533,8131,15124,2
1534,1332,45667,1
1535,6724,48383,5
1536,6035,15599,2
1537,2949,37287,5
1538,8056,1869,1
1539,5318,27825,2
1540,6242,9716,4
1541,1998,10651,3
1542,8429,25713,2
1543,6351,22449,2
1544,6939,11147,5
1545,3635,24034,5
1546,4395,41110,1
1547,8211,12628,1
1548,3244,38822,5
1549,3928,37067,4
1550,3102,42160,1
1551,5452,21803,2
1552,6431,6225,1
1553,3136,14246,4
1554,8701,33466,3
1555,9508,25325,3
1556,8557,20794,4
1557,6237,44967,1
1558,3010,5271,3
1559,4171,45542,3
1560,3552,9854,2
1561,5770,36778,4
1562,9446,17195,1
1563,2060,35438,2
1564,5751,45293,3
1565,3833,19375,5
1566,7152,4582,1
1567,9201,44806,2
1568,3494,24468,4
1569,3141,34510,5
1570,4642,18471,3
1571,2617,17456,2
1572,525,21431,1
1573,2394,15491,3
1574,4124,33673,2
1575,9137,29173,3
1576,2420,44852,4
1577,8219,28058,5
1578,7404,17982,4
1579,4354,37401,2
1580,3585,44829,3
1581,8024,13435,2
1582,5985,40128,5
1583,9101,13966,1
1584,9630,16927,4
1585,1166,48214,1
1586,1642,13665,5
1587,7513,5536,2
1588,2080,49661,2
1589,2141,7953,5
1590,6207,36217,4
1591,7662,15812,5
1592,4862,42036,1
1593,2754,20152,3
1594,1432,7207,2
1595,2035,10496,5
1596,8029,46470,5
1597,1919,28357,2
1598,2411,47136,4
1599,691,18490,1
1600,2793,2116,4
1601,2383,30572,4
1602,623,48258,2
1603,3968,20546,2
1604,5684,49005,2
1605,1809,28604,4
1606,8186,32410,1
1607,6671,1664,5
1608,3853,41816,2
1609,1544,44133,2
1610,7196,36153,5
1611,8362,26769,2
1612,3759,16716,1
1613,5349,29423,4
1614,6631,26222,4
1615,4518,22196,4
1616,8734,38454,5
1617,5162,6220,4
1618,1332,15490,2
1619,3679,4229,3
1620,7611,34661,1
1621,5940,13468,2
1622,7790,15644,3
1623,5502,5768,4
1624,3806,10092,5
1625,6492,49500,4
1626,548,17295,1
1627,9081,22729,5
1628,1992,9609,5
1629,5074,24533,1
1630,3426,7865,1
1631,3393,38336,5
1632,7530,38127,2
1633,4277,33723,1
1634,522,42021,2
1635,5616,37528,4
1636,4028,35873,2
1637,8802,47175,2
1638,9228,1768,4
1639,9912,2752,1
1640,4142,44503,3
1641,4610,9203,5
1642,3471,4437,5
1643,8476,20215,5
1644,3600,39296,5
1645,8062,9699,3
1646,3071,27074,4
1647,3902,1198,3
1648,4575,14899,3
1649,8369,5290,2
1650,4002,38834,1
1651,8570,6789,2
1652,788,46996,5
1653,3051,22457,3
1654,8812,18414,5
1655,2744,15388,2
1656,3147,14203,5
1657,4654,37800,4
1658,854,26726,1
1659,7668,21883,1
1660,5058,18718,5
1661,7974,42362,4
1662,6990,32543,1
1663,944,45506,2
1664,9639,12564,3
1665,2479,38395,2
1666,4588,15713,5
1667,5985,40579,2
1668,9033,40053,5
1669,7757,9343,1
1670,549,48777,3
1671,9245,2317,5
1672,2913,28580,2
1673,7913,17521,5
1674,9033,37447,3
1675,2491,22653,4
1676,3599,30082,1
1677,4020,1508,2
1678,1605,7389,4
1679,788,15752,1
1680,7092,24696,3
1681,2114,14086,5
1682,4505,29299,3
1683,1249,10460,3
1684,6013,30772,3
1685,3504,20572,2
1686,1063,32123,1
1687,4893,7326,4
1688,6175,44887,4
1689,835,40175,4
1690,5105,40693,3
1691,7533,21761,4
1692,1362,7569,3
1693,7460,21730,2
1694,3249,23065,3
1695,1435,45526,4
1696,1661,21210,3
1697,4567,13887,1
1698,8193,30571,3
1699,9293,45728,2
1700,6519,18359,5
1701,3569,39115,1
1702,6639,43059,1
1703,7719,30136,1
1704,3705,38948,1
1705,8214,1609,4
1706,3088,5369,1
1707,8891,1311,1
1708,9463,26876,4
1709,5171,31136,4
1710,9290,20576,4
1711,8476,43537,5
1712,5843,3217,1
1713,2039,28740,3
1714,1042,37300,4
1715,607,25162,1
1716,8194,12211,1
1717,2045,19811,4
1718,1507,25444,2
1719,2094,20320,5
1720,3928,16156,4
1721,1350,25783,1
1722,2435,3101,3
1723,5527,30394,5
1724,7448,10892,5
1725,6447,46368,5
1726,786,24786,4
1727,7689,23498,2
1728,681,14431,4
1729,3046,19889,1
1730,4421,10272,5
1731,5280,1417,3
1732,9244,41454,5
1733,8421,37306,4
1734,7611,9286,1
1735,5228,29163,2
1736,4573,38044,2
1737,1846,11197,5
1738,2845,38347,4
1739,6982,37696,1
1740,4442,27806,5
1741,9959,31947,1
1742,9476,16344,1
1743,7909,28574,1
1744,2690,38747,1
1745,2651,42665,3
1746,2730,9395,1
1747,5870,47026,2
1748,2094,30347,5
1749,2693,38852,4
1750,7971,42125,2
1751,5888,36736,3
1752,2371,37483,2
1753,3505,28429,2
1754,671,6336,2
1755,8586,10620,3
1756,9334,7919,4
1757,6943,34811,4
1758,7642,5448,5
1759,3200,4066,4
1760,6918,39740,4
1761,4236,32914,5
1762,5840,49517,3
1763,9015,49559,5
1764,4162,30582,3
1765,4766,40568,1
1766,1430,5754,5
1767,5232,11791,4
1768,2628,19399,1
1769,3635,8066,5
1770,5243,33384,2
1771,6232,31158,3
1772,5358,33050,5
1773,8419,37730,1
1774,1061,7654,2
1775,1560,41217,5
1776,1399,15539,5
1777,3457,12594,4
1778,2044,11340,1
1779,6573,41225,2
1780,693,47309,1
1781,5683,27521,2
1782,2863,44990,5
1783,1412,27567,4
1784,7175,13848,4
1785,3123,25056,3
1786,3532,24525,3
1787,7294,27491,2
1788,7191,42856,2
1789,3888,9171,4
1790,1961,14142,4
1791,5675,16178,2
1792,1478,22357,2
1793,5514,6832,5
1794,4609,13700,2
1795,5836,20182,5
1796,4357,1373,2
1797,8675,13226,3
1798,9366,33193,4
1799,6354,15261,3
1800,5263,25522,1
1801,9908,16457,5
1802,7783,22795,2
1803,9229,30645,2
1804,6662,47129,5
1805,2087,24902,3
1806,1790,47678,4
1807,935,31189,2
1808,6827,1609,2
1809,615,49831,4
1810,8585,40559,3
1811,9437,7992,1
1812,7338,41773,4
1813,8389,21751,3
1814,3137,17184,3
1815,2384,20365,1
1816,7558,48230,5
1817,8538,8293,3
1818,8992,4453,2
1819,5974,4977,2
1820,5992,4056,3
1821,1522,19977,2
1822,3861,36023,2
1823,4176,42989,2
1824,8788,41087,1
1825,2143,38267,2
1826,6210,37699,4
1827,3402,14031,4
1828,4356,35367,2
1829,7080,15104,3
1830,5624,31410,2
1831,9722,31461,2
1832,6493,34175,1
1833,7075,44612,1
1834,3095,16914,2
1835,2697,21465,2
1836,5224,41510,1
1837,1277,41960,5
1838,1525,25159,5
1839,2068,48089,3
1840,1731,44655,5
1841,1014,32055,5
1842,3516,41949,3
1843,6363,12239,4
1844,3054,7652,3
1845,8849,31156,2
1846,3749,30262,5
1847,5912,35884,3
1848,4088,27363,1
1849,7360,14302,1
1850,1003,33800,4
1851,1428,32043,5
1852,8351,10530,3
1853,8449,8135,5
1854,5289,18004,5
1855,5911,44313,3
1856,3603,6521,5
1857,523,9562,4
1858,7828,21819,2
1859,5925,16751,1
1860,1987,39362,4
1861,9382,26806,5
1862,912,37248,4
1863,4722,10790,3
1864,4304,42593,1
1865,5399,9181,4
1866,3062,24329,1
1867,7623,47973,2
1868,8814,48400,5
1869,7102,45068,3
1870,5960,28330,5
1871,4190,40040,2
1872,2219,29851,4
1873,6134,45267,4
1874,1759,38376,1
1875,3653,46099,4
1876,2135,22049,5
1877,6173,39102,5
1878,6693,22226,1
1879,8906,20525,3
1880,1471,40559,5
1881,4821,46535,4
1882,5574,5796,2
1883,8377,2299,3
1884,904,26740,2
1885,803,39378,5
1886,8656,20005,2
1887,8522,24107,4
1888,4572,41862,4
1889,8047,40726,4
1890,8726,41769,2
1891,9613,7615,3
1892,5523,7047,5
1893,3606,28308,3
1894,4732,29438,2
1895,7391,21688,1
1896,789,18015,5
1897,2515,20644,2
1898,5917,24287,1
1899,2717,14011,1
1900,7765,45750,3
1901,2176,30673,1
1902,1673,7080,5
1903,1327,33979,2
1904,1744,5257,5
1905,8353,41513,5
1906,8620,4288,1
1907,3279,1266,1
1908,1080,19726,3
1909,3288,22936,1
1910,4223,47606,2
1911,4704,8290,1
1912,7667,8582,1
1913,6211,36126,1
1914,7366,33651,2
1915,4237,1507,3
1916,6480,38549,2
1917,1906,37168,2
1918,6848,39356,1
1919,6752,23984,5
1920,8632,32905,4
1921,7451,17750,3
1922,6836,36916,2
1923,4847,5582,1
1924,6103,30842,1
1925,8791,34582,2
1926,7982,36769,1
1927,3551,19488,4
1928,1487,36856,3
1929,5536,6467,2
1930,9755,2245,3
1931,2668,39881,1
1932,3490,22998,3
1933,2305,16814,2
1934,5781,48826,3
1935,4502,12482,1
1936,9375,24859,1
1937,6723,36336,5
1938,5891,26563,2
1939,2128,42947,2
1940,6173,5759,2
1941,4010,15316,2
1942,9806,39365,3
1943,7360,34995,2
1944,9494,35793,4
1945,8854,9842,3
1946,2816,28703,5
1947,7740,9181,3
1948,2383,14157,3
1949,7947,16808,1
1950,6373,25930,1
1951,9408,48050,3
1952,3459,34386,3
1953,5756,49121,2
1954,5365,9901,4
1955,5531,12719,3
1956,2069,25624,4
1957,5337,45290,3
1958,6673,15542,2
1959,3200,42375,4
1960,2778,39534,3
1961,8226,39876,5
1962,7830,19943,4
1963,2108,23295,5
1964,501,17123,5
1965,9062,47226,4
1966,9721,43883,1
1967,3219,14369,2
1968,2917,24051,5
1969,8998,37116,5
1970,2759,20852,1
1971,5639,47524,2
1972,3463,29300,5
1973,5914,42486,4
1974,909,38929,5
1975,745,47969,4
1976,3413,7367,3
1977,6483,10712,3
1978,6565,49349,1
1979,2121,11736,1
1980,2578,32452,4
1981,4909,34475,1
1982,1117,31814,1
1983,803,38102,5
1984,3786,22061,1
1985,8646,45960,3
1986,5245,36902,2
1987,5508,12699,3
1988,4144,4736,2
1989,6279,37777,2
1990,7670,31998,4
1991,4766,13859,3
1992,2695,11221,4
1993,5329,17604,2
1994,992,24268,2
1995,6248,39806,4
1996,1557,45021,1
1997,1725,44517,2
1998,8975,35695,2
1999,6082,45995,1
